date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89
2021-08-03,0,2,10,8,2,1,1,0,0,1
2021-08-04,0,0,3,7,2,3,2,1,0,0
2021-08-05,1,3,8,6,5,5,2,1,1,0
2021-08-06,2,2,7,4,5,4,1,2,0,0
2021-08-07,0,4,4,7,3,4,4,1,1,1
2021-08-08,0,0,0,0,0,2,0,0,0,0
2021-08-09,2,9,18,14,14,12,7,2,0,0
2021-08-10,1,2,12,4,2,3,5,4,0,0
2021-08-11,8,8,24,8,4,5,5,3,3,1
2021-08-12,0,4,3,5,7,6,1,2,0,2
2021-08-13,4,2,15,13,4,5,4,2,3,0
2021-08-14,1,6,6,4,4,3,2,1,0,0
2021-08-15,0,0,1,2,3,0,2,0,0,1
2021-08-16,6,9,17,13,8,7,8,1,3,2
2021-08-17,1,1,18,13,3,4,3,2,0,1
2021-08-18,3,5,10,11,4,5,5,1,0,0
2021-08-19,1,4,8,9,7,11,2,1,2,2
2021-08-20,3,13,35,13,4,8,7,3,2,0
2021-08-21,1,7,2,1,7,7,1,2,1,1
2021-08-22,0,3,3,6,3,3,2,2,0,0
2021-08-23,7,9,16,12,7,19,10,2,3,1
2021-08-24,2,8,6,22,10,11,7,2,1,1
2021-08-25,1,6,12,17,9,10,9,2,3,2
2021-08-26,5,7,12,11,9,6,3,4,2,1
2021-08-27,4,4,12,18,18,9,11,1,1,0
2021-08-28,3,1,4,2,2,1,3,1,2,0
2021-08-29,0,0,0,2,1,1,2,1,0,1
2021-08-30,2,7,9,16,22,19,17,0,4,2
2021-08-31,5,5,9,9,17,7,8,3,2,0
2021-09-01,5,7,8,14,13,16,9,3,1,1
2021-09-02,2,9,12,8,16,17,4,7,2,1
2021-09-03,8,11,12,17,13,15,18,6,2,6
2021-09-04,4,5,4,5,7,4,10,4,0,1
2021-09-05,1,1,3,3,4,3,6,0,0,1
2021-09-06,7,6,13,24,18,14,9,5,2,3
2021-09-07,3,8,7,16,9,13,12,8,3,2
2021-09-08,11,18,16,4,14,14,9,3,1,2
2021-09-09,3,10,6,7,5,14,5,3,3,0
2021-09-10,2,9,16,5,9,12,10,10,1,2
2021-09-11,6,8,13,2,10,9,6,4,0,1
2021-09-12,0,0,1,6,1,1,2,0,0,0
2021-09-13,4,12,15,14,16,10,9,7,2,5
2021-09-14,2,9,18,3,10,11,4,2,2,2
2021-09-15,4,10,8,4,10,9,6,3,0,1
2021-09-16,3,14,14,2,6,11,6,1,5,1
2021-09-17,6,22,10,4,13,17,11,5,2,2
2021-09-18,4,6,8,3,1,4,6,0,0,1
2021-09-19,0,2,2,1,1,5,1,1,0,0
2021-09-20,5,21,8,4,9,15,4,4,2,0
2021-09-21,2,7,9,5,8,12,10,2,2,1
2021-09-22,8,5,1,8,4,9,5,4,5,2
2021-09-23,5,18,8,7,3,9,6,1,1,0
2021-09-24,3,12,12,2,2,16,13,2,2,1
2021-09-25,1,5,1,4,4,4,6,4,4,1
2021-09-26,0,0,0,1,1,1,3,0,0,2
2021-09-27,5,16,10,9,15,15,10,2,3,0
2021-09-28,3,8,9,11,9,9,11,3,3,1
2021-09-29,7,10,8,5,14,5,11,3,5,1
2021-09-30,1,7,5,7,16,12,4,6,1,1
2021-10-01,3,12,9,4,13,16,6,7,7,4
2021-10-02,1,6,1,2,1,7,4,5,2,0
2021-10-03,0,0,1,0,2,0,1,1,0,0
2021-10-04,6,12,14,12,20,14,5,12,3,1
2021-10-05,0,12,11,3,9,11,3,4,3,1
2021-10-06,1,4,8,8,12,9,10,4,3,1
2021-10-07,2,11,3,5,13,11,9,3,2,2
2021-10-08,5,12,5,8,6,6,4,2,1,3
2021-10-09,4,5,2,2,5,6,2,2,1,2
2021-10-10,0,0,1,0,0,4,0,0,0,1
2021-10-11,4,2,5,8,6,13,15,7,5,1
2021-10-12,2,8,5,3,5,8,11,6,1,4
2021-10-13,1,4,2,5,10,8,8,8,3,1
2021-10-14,5,6,8,8,12,14,9,3,7,1
2021-10-15,6,10,6,11,8,7,7,4,3,6
2021-10-16,3,1,1,4,4,5,8,2,1,2
2021-10-17,0,0,0,2,2,1,1,1,0,1
2021-10-18,2,13,15,8,13,24,14,2,4,1
2021-10-19,2,11,8,11,10,16,10,6,7,0
2021-10-20,6,9,15,10,15,9,7,3,4,1
2021-10-21,1,13,11,10,10,15,14,4,1,1
2021-10-22,5,8,14,14,9,16,12,6,4,3
2021-10-23,1,4,5,11,8,7,7,3,3,0
2021-10-24,1,0,1,7,7,5,6,2,4,1
2021-10-25,3,21,15,17,21,21,28,16,14,6
2021-10-26,7,14,19,13,13,20,24,9,6,6
2021-10-27,4,12,14,14,14,18,19,8,5,4
2021-10-28,8,14,18,20,14,13,31,17,6,5
2021-10-29,5,29,20,13,18,31,22,11,8,8
2021-10-30,7,15,8,18,14,13,7,7,7,6
2021-10-31,2,4,4,5,2,5,6,3,2,2
2021-11-01,0,11,8,15,8,16,17,9,7,1
2021-11-02,5,21,23,27,39,36,46,34,14,14
2021-11-03,2,21,22,25,33,44,38,26,21,7
2021-11-04,6,24,28,33,28,27,30,17,16,14
2021-11-05,14,28,29,46,35,49,46,32,13,8
2021-11-06,2,14,16,29,32,30,17,11,7,7
2021-11-07,1,5,13,9,14,15,12,14,0,4
2021-11-08,19,67,64,51,54,66,60,36,20,20
2021-11-09,13,31,33,40,61,47,53,28,14,15
2021-11-10,11,33,42,43,40,59,58,29,29,5
2021-11-11,16,43,37,41,45,39,47,32,28,20
2021-11-12,9,40,26,36,32,39,50,28,20,6
2021-11-13,14,30,28,43,43,47,50,36,13,9
2021-11-14,6,13,9,14,20,15,21,10,8,2
2021-11-15,16,52,62,46,52,71,67,39,28,18
2021-11-16,18,45,44,47,39,44,66,37,22,8
2021-11-17,25,37,31,67,68,65,60,38,22,8
2021-11-18,13,61,58,49,51,57,58,30,20,11
2021-11-19,18,49,34,40,50,46,43,30,33,16
2021-11-20,14,39,33,38,38,48,48,26,12,13
2021-11-21,4,7,9,20,18,23,9,9,7,1
2021-11-22,18,74,47,43,63,76,74,31,20,11
2021-11-23,17,87,51,56,45,70,60,33,19,17
2021-11-24,27,47,44,43,73,68,75,43,22,13
2021-11-25,30,94,43,45,64,66,55,37,30,16
2021-11-26,21,63,32,52,64,59,62,39,28,16
2021-11-27,16,36,33,36,37,66,46,25,17,3
2021-11-28,4,14,6,16,19,20,13,12,7,6
2021-11-29,21,98,48,56,76,105,101,55,36,17
2021-11-30,23,88,52,47,58,92,79,48,29,16
2021-12-01,25,66,34,52,76,96,73,51,26,15
2021-12-02,24,93,65,34,64,95,70,30,20,16
2021-12-03,24,67,35,48,51,89,64,26,32,12
2021-12-04,18,47,29,24,38,57,34,30,10,5
2021-12-05,1,18,9,18,25,26,17,10,11,3
2021-12-06,19,117,67,65,67,85,86,44,35,11
2021-12-07,38,84,57,43,62,91,64,45,23,6
2021-12-08,14,27,29,20,45,32,33,12,8,2
2021-12-09,22,78,65,70,83,93,74,58,25,10
2021-12-10,24,82,56,55,69,70,73,30,31,11
2021-12-11,15,42,36,30,44,52,43,29,20,8
2021-12-12,2,20,13,34,26,27,21,11,3,4
2021-12-13,29,95,70,67,101,99,95,41,31,11
2021-12-14,20,58,36,33,45,66,65,25,18,12
2021-12-15,26,71,45,60,59,80,53,28,20,8
2021-12-16,19,64,41,39,54,60,43,24,15,5
2021-12-17,20,39,22,49,49,45,43,23,11,10
2021-12-18,11,22,22,22,23,30,22,10,7,2
2021-12-19,7,12,9,16,19,21,19,6,5,0
2021-12-20,32,85,48,41,61,89,77,26,22,9
2021-12-21,12,54,21,49,28,49,40,14,9,11
2021-12-22,29,45,31,60,67,54,42,12,20,5
2021-12-23,14,61,46,57,47,54,33,29,22,10
2021-12-24,11,18,23,42,46,35,36,8,5,5
2021-12-25,1,7,12,19,18,18,16,9,4,2
2021-12-26,18,21,37,38,44,32,36,8,4,2
2021-12-27,17,53,63,94,65,95,83,38,22,5
2021-12-28,17,40,40,132,79,80,68,26,20,6
2021-12-29,26,60,62,152,110,95,85,42,9,9
2021-12-30,26,58,71,169,100,96,101,36,12,13
2021-12-31,23,67,77,168,99,93,86,45,23,8
2022-01-01,5,23,43,85,61,43,47,16,2,5
2022-01-02,14,31,56,105,67,80,60,22,11,7
2022-01-03,23,102,161,332,242,206,191,80,33,17
2022-01-04,31,92,168,301,226,212,157,73,29,24
2022-01-05,53,129,213,408,291,258,193,54,30,12
2022-01-06,19,49,91,190,99,142,92,28,10,10
2022-01-07,70,167,294,506,359,330,349,132,58,29
2022-01-08,35,124,168,279,234,218,200,75,31,8
2022-01-09,22,91,158,194,162,169,141,56,13,2
2022-01-10,105,408,489,621,463,476,495,200,93,40
2022-01-11,73,200,283,427,323,362,298,106,57,21
2022-01-12,88,248,370,506,400,410,355,155,49,22
2022-01-13,90,322,408,420,348,364,363,123,56,30
2022-01-14,118,308,319,445,394,414,361,153,83,28
2022-01-15,89,177,198,247,249,302,257,108,41,23
2022-01-16,78,153,163,166,229,227,181,52,22,16
2022-01-17,258,745,633,548,622,689,625,262,98,53
2022-01-18,171,383,332,372,413,432,380,154,71,38
2022-01-19,180,381,361,405,434,463,418,142,79,38
2022-01-20,198,519,369,322,427,424,388,154,69,43
2022-01-21,184,373,330,327,412,409,385,188,97,33
2022-01-22,106,235,191,204,266,283,231,103,49,19
2022-01-23,62,197,123,151,197,232,164,67,16,16
2022-01-24,264,673,488,419,623,570,536,203,107,43
2022-01-25,145,364,249,265,405,341,298,145,73,59
2022-01-26,135,330,266,302,357,386,297,142,65,60
2022-01-27,119,414,312,258,326,317,272,114,67,40
2022-01-28,118,302,245,237,283,305,291,110,70,33
2022-01-29,88,174,114,121,189,184,145,77,35,22
2022-01-30,60,114,110,120,186,152,117,61,21,14
2022-01-31,191,529,392,262,331,440,330,168,73,48
2022-02-01,100,209,175,162,235,230,204,98,54,30
2022-02-02,86,184,176,182,210,243,215,100,54,23
2022-02-03,122,277,264,146,238,218,188,87,55,29
2022-02-04,97,192,126,142,170,193,209,89,40,30
2022-02-05,60,132,76,90,123,140,116,72,33,8
2022-02-06,38,83,53,79,105,102,73,38,17,9
2022-02-07,112,348,203,146,249,225,217,124,57,33
2022-02-08,87,134,125,92,135,145,102,60,38,26
2022-02-09,71,122,113,111,164,162,119,67,39,19
2022-02-10,73,215,150,109,130,134,124,47,26,17
2022-02-11,69,102,73,82,115,124,112,53,33,23
2022-02-12,48,107,47,60,80,77,69,40,18,10
2022-02-13,37,63,42,52,71,62,61,26,9,6
2022-02-14,92,271,155,112,164,173,154,77,42,29
2022-02-15,45,131,68,81,98,117,100,38,29,19
2022-02-16,62,102,79,101,112,124,107,52,33,16
2022-02-17,58,177,105,92,91,94,80,59,22,16
2022-02-18,38,78,55,77,92,125,78,37,30,13
2022-02-19,37,61,39,50,62,71,57,34,11,14
2022-02-20,21,49,29,38,56,58,41,19,12,4
2022-02-21,70,181,123,92,123,137,129,72,40,25
2022-02-22,46,80,47,71,78,88,78,48,28,17
2022-02-23,33,66,50,92,97,87,66,37,19,21
2022-02-24,40,60,65,47,78,87,62,19,10,7
2022-02-25,37,96,64,66,78,87,64,33,20,10
2022-02-26,21,41,24,39,52,44,37,29,16,3
2022-02-27,14,24,8,29,26,48,23,15,4,2
2022-02-28,31,67,55,77,97,82,95,42,26,16
2022-03-01,27,36,19,54,62,69,52,31,15,13
2022-03-02,32,41,58,77,89,82,89,27,21,14
2022-03-03,14,48,56,51,75,79,69,30,21,12
2022-03-04,20,45,54,75,66,90,65,31,20,16
2022-03-05,18,44,47,44,47,62,46,22,16,14
2022-03-06,19,47,26,27,34,46,35,15,3,4
2022-03-07,42,195,172,121,146,156,145,65,40,21
2022-03-08,15,57,65,74,88,98,86,38,25,9
2022-03-09,16,48,87,77,85,113,86,36,27,21
2022-03-10,23,107,121,78,65,86,76,46,30,12
2022-03-11,31,64,47,52,73,80,83,45,26,19
2022-03-12,22,32,28,54,52,64,49,25,25,8
2022-03-13,26,40,24,36,47,57,43,17,10,8
2022-03-14,57,209,130,121,147,152,137,75,54,26
2022-03-15,36,71,56,89,81,117,89,57,31,18
2022-03-16,36,57,58,74,105,97,111,57,26,12
2022-03-17,36,120,90,75,87,101,91,44,31,22
2022-03-18,32,76,44,68,90,104,73,46,34,19
2022-03-19,30,46,23,33,46,63,38,28,14,8
2022-03-20,29,48,24,26,48,50,41,15,10,8
2022-03-21,93,199,117,123,158,175,170,86,69,35
2022-03-22,53,87,55,86,95,103,87,48,30,21
2022-03-23,38,89,73,78,112,108,96,64,44,27
2022-03-24,40,117,107,68,99,101,88,62,32,14
2022-03-25,34,61,50,55,92,83,79,54,44,37
2022-03-26,24,43,23,43,55,74,64,33,28,15
2022-03-27,15,35,30,30,56,47,34,21,15,6
2022-03-28,61,162,119,97,134,168,131,80,42,30
2022-03-29,32,66,48,62,82,82,94,35,34,20
2022-03-30,22,61,58,68,99,86,85,49,30,35
2022-03-31,22,107,76,47,78,73,82,34,32,17
2022-04-01,20,60,41,52,67,78,85,37,22,24
2022-04-02,16,36,23,25,59,51,63,29,15,15
2022-04-03,10,26,23,26,24,35,36,13,14,7
2022-04-04,35,144,98,68,107,120,122,66,45,27
2022-04-05,28,65,40,65,62,81,60,38,26,17
2022-04-06,22,63,46,59,71,72,72,33,32,16
2022-04-07,12,115,52,59,67,101,60,38,19,12
2022-04-08,30,48,30,38,70,56,59,46,35,22
2022-04-09,12,21,15,32,29,33,32,25,12,10
2022-04-10,6,16,12,14,20,35,26,8,3,7
2022-04-11,41,136,86,72,115,115,97,63,28,31
2022-04-12,21,50,31,31,59,65,64,30,24,21
2022-04-13,15,49,53,37,55,89,77,37,29,25
2022-04-14,17,37,46,49,59,64,87,31,29,20
2022-04-15,20,35,33,44,65,58,75,46,32,17
2022-04-16,14,31,21,27,31,52,52,26,17,14
2022-04-17,8,27,14,15,26,25,34,12,11,3
2022-04-18,7,15,14,17,23,42,36,26,11,7
2022-04-19,19,56,78,79,99,149,123,54,48,25
2022-04-20,21,130,114,42,70,84,99,43,25,19
2022-04-21,8,25,51,39,67,75,53,39,26,20
2022-04-22,3,22,31,42,45,48,51,25,31,20
2022-04-23,3,18,21,38,21,38,50,24,15,17
2022-04-24,5,10,6,19,23,36,17,14,10,15
2022-04-25,8,17,15,22,32,24,37,15,10,10
2022-04-26,26,41,52,63,97,126,121,56,36,23
2022-04-27,26,31,29,32,59,59,53,36,24,12
2022-04-28,10,25,25,32,61,48,58,31,29,21
2022-04-29,16,29,26,29,50,53,47,27,25,17
2022-04-30,12,19,25,13,31,30,41,18,14,11
2022-05-01,8,12,8,8,22,12,29,8,10,20
2022-05-02,35,54,43,40,61,89,91,36,27,37
2022-05-03,13,28,31,36,47,44,49,29,18,18
2022-05-04,12,33,23,31,31,62,57,25,17,12
2022-05-05,14,24,19,21,49,53,51,29,21,12
2022-05-06,9,24,26,24,45,67,57,30,13,21
2022-05-07,11,16,11,21,29,31,26,23,11,10
2022-05-08,3,10,10,9,15,19,20,2,6,5
2022-05-09,27,46,32,48,86,89,89,39,32,28
2022-05-10,22,34,33,41,45,55,50,31,28,17
2022-05-11,20,29,21,38,45,52,57,27,20,13
2022-05-12,9,25,19,24,34,49,47,33,23,12
2022-05-13,16,26,19,27,24,42,43,27,28,20
2022-05-14,6,20,17,12,19,27,20,13,8,7
2022-05-15,2,14,5,6,16,7,15,2,3,1
