date,0_5,6_12,13_19,20_29,30_39,40_49,50_59,60_69,70_79,80_89
2021-07-21,0,0,0,0,0,0,0,0,0,0
2021-07-22,0,0,0,0,0,0,0,0,0,0
2021-07-23,0,0,0,0,0,1,0,0,0,0
2021-07-24,0,0,0,0,0,0,0,0,0,0
2021-07-25,0,0,0,0,0,0,1,0,1,0
2021-07-26,0,0,0,0,0,0,0,0,0,0
2021-07-27,0,0,0,0,0,0,0,0,0,1
2021-07-28,0,0,0,0,0,0,0,0,1,0
2021-07-29,0,0,0,0,0,0,0,0,2,0
2021-07-30,0,0,0,0,0,0,0,0,0,1
2021-07-31,0,0,0,0,0,0,0,0,0,0
2021-08-01,0,0,0,0,0,0,0,0,0,1
2021-08-02,0,0,0,0,0,0,0,0,0,0
2021-08-03,0,0,0,0,0,0,0,0,1,1
2021-08-04,0,0,0,0,0,0,0,0,0,1
2021-08-05,0,0,0,0,0,0,0,0,1,0
2021-08-06,0,0,0,0,0,0,0,0,3,1
2021-08-07,0,0,0,0,0,0,0,0,0,4
2021-08-08,0,0,0,0,0,0,0,0,0,0
2021-08-09,0,0,0,0,0,0,0,0,0,3
2021-08-10,0,0,0,0,0,0,0,0,0,0
2021-08-11,0,0,0,0,0,0,0,0,2,2
2021-08-12,0,0,0,0,0,0,0,0,1,2
2021-08-13,0,0,0,0,0,0,0,0,0,1
2021-08-14,0,0,0,0,0,0,0,0,1,2
2021-08-15,0,0,0,0,0,0,2,0,0,0
2021-08-16,0,0,0,0,0,0,0,0,2,2
2021-08-17,0,0,0,0,0,0,0,0,1,1
2021-08-18,0,0,0,0,0,0,0,1,0,2
2021-08-19,0,0,0,0,0,0,1,0,0,2
2021-08-20,0,0,0,0,0,0,0,0,2,3
2021-08-21,0,0,0,0,0,0,0,0,0,2
2021-08-22,0,0,0,0,0,0,0,0,2,3
2021-08-23,0,0,0,0,0,0,0,1,1,1
2021-08-24,0,0,0,0,0,0,1,0,2,1
2021-08-25,0,0,0,0,0,1,1,0,2,2
2021-08-26,0,0,0,0,1,0,0,0,0,1
2021-08-27,0,0,0,0,0,0,0,0,0,4
2021-08-28,0,0,0,0,0,0,0,1,0,0
2021-08-29,0,0,0,0,0,0,0,1,0,2
2021-08-30,0,0,0,0,0,0,0,1,1,0
2021-08-31,0,0,0,0,0,0,0,0,2,1
2021-09-01,0,0,0,0,0,0,1,1,1,1
2021-09-02,0,0,0,0,0,0,0,0,0,0
2021-09-03,0,0,0,0,1,0,0,0,0,1
2021-09-04,0,0,0,0,0,0,0,1,0,1
2021-09-05,0,0,0,0,0,0,0,1,2,0
2021-09-06,0,0,0,0,0,0,0,1,1,2
2021-09-07,0,0,0,0,0,0,1,0,1,0
2021-09-08,0,0,0,0,0,0,0,0,2,0
2021-09-09,0,0,0,0,0,0,0,0,1,2
2021-09-10,0,0,0,0,0,0,0,0,1,0
2021-09-11,0,0,0,0,0,1,0,0,0,2
2021-09-12,0,0,0,0,0,0,2,2,2,1
2021-09-13,0,0,0,0,0,0,0,1,0,2
2021-09-14,0,0,0,0,0,0,0,0,2,3
2021-09-15,0,0,0,0,0,0,0,1,0,1
2021-09-16,0,0,0,0,0,0,0,0,1,2
2021-09-17,0,0,0,0,0,0,0,1,1,1
2021-09-18,0,0,0,0,0,0,0,1,1,3
2021-09-19,0,0,0,0,0,0,0,0,0,1
2021-09-20,0,0,0,0,0,0,0,0,2,4
2021-09-21,0,0,0,0,0,0,0,0,0,2
2021-09-22,0,0,0,0,0,1,1,1,0,0
2021-09-23,0,0,0,0,0,0,0,0,3,2
2021-09-24,0,0,0,0,0,0,0,0,2,6
2021-09-25,0,0,0,0,0,0,0,1,0,1
2021-09-26,0,0,0,0,0,0,0,1,1,3
2021-09-27,0,0,0,0,0,0,0,0,2,3
2021-09-28,0,0,1,0,0,0,0,0,1,3
2021-09-29,0,0,0,0,0,0,0,2,0,5
2021-09-30,0,0,0,0,0,0,0,1,1,2
2021-10-01,0,0,0,0,0,1,0,2,3,2
2021-10-02,0,0,0,0,0,0,0,1,0,0
2021-10-03,0,0,0,0,0,0,1,0,1,4
2021-10-04,0,0,0,0,0,0,0,0,0,2
2021-10-05,0,0,0,0,0,0,0,0,0,0
2021-10-06,0,0,0,1,0,0,0,0,2,1
2021-10-07,0,0,0,0,0,0,1,0,0,0
2021-10-08,0,0,0,0,0,0,1,0,0,0
2021-10-09,0,0,0,0,0,0,0,2,1,1
2021-10-10,0,0,0,0,1,0,0,0,0,3
2021-10-11,0,0,0,0,0,0,0,0,1,2
2021-10-12,0,0,0,0,0,0,0,2,0,1
2021-10-13,0,0,0,0,0,0,0,1,0,0
2021-10-14,0,0,0,0,0,0,0,2,0,2
2021-10-15,0,0,0,0,0,0,0,0,1,2
2021-10-16,0,0,0,0,0,0,0,0,3,2
2021-10-17,0,0,0,0,0,0,0,1,1,4
2021-10-18,0,0,0,0,0,0,0,0,0,2
2021-10-19,0,0,0,0,0,0,0,0,1,0
2021-10-20,0,0,0,0,0,0,0,0,1,1
2021-10-21,0,0,0,0,0,0,0,1,0,0
2021-10-22,0,0,0,0,0,0,0,1,1,3
2021-10-23,0,0,0,0,0,0,0,1,0,1
2021-10-24,0,0,0,0,0,0,0,0,0,1
2021-10-25,0,0,0,0,0,0,0,0,1,1
2021-10-26,0,0,0,0,0,0,0,0,2,4
2021-10-27,0,0,0,0,0,0,0,0,1,4
2021-10-28,0,0,0,0,0,0,0,0,0,4
2021-10-29,0,0,0,0,0,0,0,0,2,3
2021-10-30,0,0,0,0,0,0,0,0,0,5
2021-10-31,0,0,0,0,0,0,1,1,0,1
2021-11-01,0,0,0,0,0,0,0,0,0,3
2021-11-02,0,0,0,0,0,0,0,0,1,3
2021-11-03,0,0,0,0,0,0,0,1,1,2
2021-11-04,0,0,0,0,0,0,0,0,1,2
2021-11-05,0,0,0,0,0,0,0,1,3,4
2021-11-06,0,0,0,0,0,0,0,0,0,0
2021-11-07,0,0,0,0,0,0,1,0,1,2
2021-11-08,0,0,0,0,0,0,0,1,2,0
2021-11-09,0,0,0,0,0,0,1,0,3,5
2021-11-10,0,0,0,0,0,0,0,1,0,0
2021-11-11,0,0,0,0,0,1,0,0,1,3
2021-11-12,0,0,0,0,0,0,0,0,2,4
2021-11-13,0,0,0,0,0,0,0,0,1,4
2021-11-14,0,0,0,0,0,0,1,1,0,1
2021-11-15,0,0,0,0,0,0,1,1,0,3
2021-11-16,0,0,0,0,0,0,0,0,4,5
2021-11-17,0,0,0,0,1,0,0,0,0,2
2021-11-18,0,0,0,0,0,0,0,0,1,1
2021-11-19,0,0,0,0,0,0,0,1,1,2
2021-11-20,0,0,0,0,0,0,0,0,3,5
2021-11-21,0,0,0,0,0,0,0,0,3,4
2021-11-22,0,0,0,0,0,1,1,1,2,3
2021-11-23,0,0,0,0,0,0,0,1,3,4
2021-11-24,0,0,0,0,0,0,0,2,1,5
2021-11-25,0,0,0,0,0,0,1,0,8,5
2021-11-26,0,0,0,0,0,0,1,2,5,9
2021-11-27,0,0,0,0,0,0,1,0,4,2
2021-11-28,0,0,0,0,0,0,0,0,1,7
2021-11-29,0,0,0,0,0,0,0,1,4,12
2021-11-30,0,0,0,0,1,0,0,0,4,5
2021-12-01,0,0,0,0,0,0,0,1,4,7
2021-12-02,0,0,0,0,0,0,0,1,6,6
2021-12-03,0,0,0,0,0,0,0,1,8,6
2021-12-04,0,0,0,0,0,0,0,1,4,8
2021-12-05,0,0,0,0,0,0,0,2,2,6
2021-12-06,0,0,0,0,0,0,0,2,3,10
2021-12-07,0,0,0,0,0,0,0,1,7,11
2021-12-08,0,0,0,0,0,1,0,1,6,12
2021-12-09,0,0,0,0,0,0,0,1,6,4
2021-12-10,0,0,0,0,0,0,1,4,4,11
2021-12-11,0,0,0,0,0,0,0,5,4,11
2021-12-12,0,0,0,0,0,0,0,4,5,13
2021-12-13,0,0,0,0,0,0,1,1,6,9
2021-12-14,0,0,0,0,0,0,0,3,6,8
2021-12-15,0,0,0,0,0,0,0,3,13,10
2021-12-16,0,0,0,0,0,2,0,1,7,18
2021-12-17,0,0,0,0,0,0,2,0,5,10
2021-12-18,0,0,0,0,0,0,1,2,3,14
2021-12-19,0,0,0,0,0,0,0,1,5,6
2021-12-20,0,0,0,0,0,0,2,2,4,15
2021-12-21,0,0,0,0,0,1,0,3,7,12
2021-12-22,0,0,0,0,0,0,2,0,9,11
2021-12-23,0,0,0,0,0,0,2,1,5,8
2021-12-24,0,0,0,0,0,0,1,2,7,12
2021-12-25,0,0,0,0,0,0,0,0,8,14
2021-12-26,0,0,0,0,0,0,1,4,5,18
2021-12-27,0,0,0,1,0,0,1,5,8,19
2021-12-28,0,0,0,0,0,0,2,2,11,16
2021-12-29,0,0,1,1,0,0,2,2,9,12
2021-12-30,0,0,0,0,0,1,0,8,6,13
2021-12-31,0,0,0,0,0,0,1,5,11,18
2022-01-01,0,0,1,0,0,1,2,5,11,18
2022-01-02,0,0,0,0,0,0,1,2,13,19
2022-01-03,0,0,0,0,0,0,1,1,12,14
2022-01-04,0,0,0,0,0,1,2,8,16,20
2022-01-05,0,0,0,0,0,0,0,6,19,20
2022-01-06,0,0,0,0,0,1,1,5,11,29
2022-01-07,0,0,0,1,0,1,0,4,14,24
2022-01-08,0,0,0,1,0,1,4,4,16,33
2022-01-09,0,0,0,0,1,1,2,7,11,22
2022-01-10,0,0,0,0,0,0,3,7,13,19
2022-01-11,0,0,0,0,0,1,2,7,25,29
2022-01-12,0,0,0,0,1,0,3,6,22,29
2022-01-13,0,0,0,0,0,1,2,9,23,37
2022-01-14,0,0,0,0,1,2,2,4,26,29
2022-01-15,0,0,0,0,1,0,0,8,19,37
2022-01-16,0,0,0,0,0,0,5,8,23,38
2022-01-17,0,0,0,0,1,0,3,9,22,39
2022-01-18,1,0,0,0,1,0,1,6,33,41
2022-01-19,0,0,0,0,1,0,3,11,13,42
2022-01-20,0,0,0,0,1,0,2,5,21,36
2022-01-21,0,0,0,0,0,1,3,5,15,37
2022-01-22,0,0,0,1,1,0,3,5,27,33
2022-01-23,0,0,0,1,0,0,1,3,18,26
2022-01-24,0,0,0,0,0,1,0,11,17,52
2022-01-25,0,0,0,0,1,0,3,3,23,35
2022-01-26,0,0,0,0,0,0,3,4,23,35
2022-01-27,0,0,0,0,0,0,0,10,11,39
2022-01-28,0,0,0,0,0,1,3,7,13,26
2022-01-29,0,0,0,0,0,1,0,2,17,33
2022-01-30,0,0,0,0,0,0,2,2,17,33
2022-01-31,0,0,0,0,0,2,3,7,19,26
2022-02-01,0,1,0,1,0,0,2,4,11,39
2022-02-02,0,0,0,0,1,1,1,6,10,22
2022-02-03,0,0,0,0,0,2,0,3,15,33
2022-02-04,0,0,0,0,0,0,1,3,12,34
2022-02-05,0,0,0,1,1,2,0,1,11,20
2022-02-06,0,0,0,0,0,2,1,4,13,21
2022-02-07,0,0,0,0,0,0,0,5,7,21
2022-02-08,0,0,0,0,0,0,2,3,10,25
2022-02-09,0,0,0,0,0,0,1,3,7,14
2022-02-10,0,0,0,0,0,1,0,1,10,18
2022-02-11,0,1,0,0,1,1,1,4,15,28
2022-02-12,0,0,0,0,0,1,0,3,11,21
2022-02-13,0,0,0,0,0,0,1,3,4,14
2022-02-14,0,0,0,0,0,0,0,1,9,21
2022-02-15,0,0,0,1,0,1,0,2,8,18
2022-02-16,0,0,0,0,0,0,0,1,9,15
2022-02-17,0,0,0,0,0,0,0,4,6,13
2022-02-18,0,0,0,0,0,2,1,4,11,15
2022-02-19,0,0,0,0,0,0,2,3,6,13
2022-02-20,0,0,0,0,0,0,3,5,5,15
2022-02-21,0,0,0,0,0,0,0,6,13,16
2022-02-22,0,0,0,0,0,1,2,4,5,9
2022-02-23,0,0,0,0,1,0,1,1,7,13
2022-02-24,0,0,0,0,0,0,2,1,4,10
2022-02-25,0,0,0,0,1,0,1,2,8,8
2022-02-26,0,0,0,0,1,0,0,1,4,10
2022-02-27,0,0,0,0,0,0,2,2,3,6
2022-02-28,0,0,0,0,0,0,1,1,7,7
2022-03-01,0,0,0,0,0,0,1,3,4,10
2022-03-02,0,0,0,0,0,0,3,3,5,12
2022-03-03,0,0,0,2,0,1,0,1,5,13
2022-03-04,0,0,0,0,0,0,0,1,4,7
2022-03-05,0,0,0,0,0,0,0,2,1,6
2022-03-06,0,0,0,0,0,0,1,1,4,4
2022-03-07,0,0,0,0,0,0,0,0,6,9
2022-03-08,0,0,0,0,0,0,1,1,3,5
2022-03-09,0,0,0,0,0,0,0,1,2,10
2022-03-10,0,0,0,0,0,2,1,2,5,8
2022-03-11,0,0,0,0,0,0,3,0,5,11
2022-03-12,0,0,0,0,0,0,0,0,3,1
2022-03-13,0,0,0,0,0,0,1,0,1,9
2022-03-14,0,0,0,0,0,0,0,0,3,9
2022-03-15,0,0,0,1,0,1,2,2,6,2
2022-03-16,0,0,0,0,0,1,0,2,3,10
2022-03-17,0,0,0,0,1,1,0,2,3,4
2022-03-18,0,0,0,0,0,1,0,0,2,9
2022-03-19,0,0,0,0,1,0,0,3,1,11
2022-03-20,0,0,0,0,0,0,0,2,4,7
2022-03-21,0,0,0,0,0,0,0,0,2,13
2022-03-22,0,0,0,0,1,0,1,1,4,6
2022-03-23,0,0,0,0,0,0,1,1,4,7
2022-03-24,0,0,0,0,0,0,0,1,3,4
2022-03-25,0,0,0,0,0,0,0,1,1,11
2022-03-26,0,0,0,1,0,0,0,2,7,10
2022-03-27,0,0,0,0,0,0,0,1,2,8
2022-03-28,0,0,0,0,0,0,2,2,5,11
2022-03-29,0,0,0,0,0,0,1,1,6,4
2022-03-30,0,0,0,0,0,0,0,2,2,14
2022-03-31,0,0,0,0,0,0,2,0,5,8
2022-04-01,0,0,0,1,1,0,1,0,8,13
2022-04-02,0,0,0,0,0,0,0,1,5,7
2022-04-03,0,0,0,0,0,0,0,0,3,8
2022-04-04,0,0,0,0,0,0,0,1,2,11
2022-04-05,0,0,0,0,0,0,0,2,3,13
2022-04-06,0,0,0,0,0,0,0,4,4,11
2022-04-07,0,0,0,0,0,0,0,2,3,6
2022-04-08,0,0,0,0,0,0,0,1,1,14
2022-04-09,0,0,0,0,0,0,0,1,5,6
2022-04-10,0,0,0,0,0,0,0,3,3,8
2022-04-11,0,0,0,0,0,0,1,2,4,13
2022-04-12,0,0,0,0,0,0,0,3,4,9
2022-04-13,0,0,0,0,0,0,1,4,6,10
2022-04-14,0,0,0,0,0,0,3,3,5,13
2022-04-15,0,0,0,0,1,0,0,2,0,14
2022-04-16,1,0,0,0,0,1,1,0,2,5
2022-04-17,0,0,0,0,0,0,2,0,5,13
2022-04-18,0,0,0,0,0,1,0,0,6,14
2022-04-19,0,0,0,0,0,1,0,6,6,16
2022-04-20,0,0,0,0,0,1,2,0,3,11
2022-04-21,1,0,0,0,0,0,0,1,4,12
2022-04-22,0,0,0,0,0,0,1,0,4,7
2022-04-23,0,0,0,0,0,0,0,1,1,6
2022-04-24,0,0,0,0,1,1,1,0,4,5
2022-04-25,0,0,0,0,0,0,1,3,4,13
2022-04-26,0,0,0,0,0,0,0,1,3,13
2022-04-27,0,0,0,0,0,0,1,1,4,10
2022-04-28,0,0,0,0,0,0,0,4,4,9
2022-04-29,0,0,0,0,0,0,3,2,8,10
2022-04-30,0,0,0,0,0,1,0,1,5,13
2022-05-01,0,0,0,0,0,0,1,1,3,10
2022-05-02,0,0,0,0,0,0,0,1,4,10
2022-05-03,0,0,0,0,0,0,1,3,3,8
2022-05-04,0,0,0,0,0,0,0,3,1,6
2022-05-05,0,0,0,0,0,1,0,4,2,8
2022-05-06,0,0,0,0,0,0,1,2,6,6
2022-05-07,0,0,0,0,0,0,0,0,6,9
2022-05-08,0,0,0,0,0,0,0,1,6,13
2022-05-09,0,0,0,0,0,0,0,3,4,5
2022-05-10,0,0,0,0,0,0,2,2,2,8
2022-05-11,0,0,0,0,0,0,1,2,3,8
2022-05-12,0,0,0,0,0,0,0,0,6,4
2022-05-13,0,0,0,0,0,1,2,3,2,14
2022-05-14,0,0,0,0,0,0,1,0,1,5
2022-05-15,0,0,0,0,0,0,0,2,2,9
2022-05-16,0,0,0,0,1,0,2,3,1,9
2022-05-17,0,0,0,0,0,0,0,0,2,4
2022-05-18,0,0,0,0,0,0,0,1,1,4
2022-05-19,0,0,0,0,0,0,0,0,1,3
2022-05-20,0,0,0,0,0,0,0,1,2,1
