date,confirmed,deceased,deceduti/positivi 7gg
2021-10-14,2673,31.0,0.011403968115436085
2021-10-15,2847,25.0,0.012073225516621744
2021-10-16,2255,28.0,0.012821876995105341
2021-10-17,1129,20.0,0.011760566919636126
2021-10-18,3573,46.0,0.012081430745814307
2021-10-19,3708,47.0,0.012186985722545923
2021-10-20,3712,37.0,0.01134303183639047
2021-10-21,3800,51.0,0.011614401858304297
2021-10-22,4306,45.0,0.011238170347003154
2021-10-23,3487,23.0,0.010946168840905683
2021-10-24,1522,31.0,0.011142857142857144
2021-10-25,4825,51.0,0.010484478859727267
2021-10-26,5024,54.0,0.009734394861845186
2021-10-27,5036,57.0,0.010424085464551635
2021-10-28,4986,45.0,0.010727434302399391
2021-10-29,5014,30.0,0.011089256646771567
2021-10-30,4483,54.0,0.010746771113197164
2021-10-31,2140,47.0,0.010119708749845736
2021-11-01,2805,40.0,0.009788828535742295
2021-11-02,6429,59.0,0.009868780754510661
2021-11-03,6555,53.0,0.00954147892923403
2021-11-04,7001,54.0,0.00916854403520721
2021-11-05,7167,54.0,0.008484932328053307
2021-11-06,5633,53.0,0.007867786031383236
2021-11-07,2584,37.0,0.007456047447574666
2021-11-08,8002,58.0,0.0072415515232229066
2021-11-09,8560,49.0,0.007261243865154075
2021-11-10,8263,47.0,0.006969655788308839
2021-11-11,7847,50.0,0.007101540576141115
2021-11-12,8827,67.0,0.007079288025889968
2021-11-13,7426,51.0,0.007000879507475814
2021-11-14,3458,50.0,0.006784880376298603
2021-11-15,10003,71.0,0.006455247907276239
2021-11-16,11026,62.0,0.005868326520500434
2021-11-17,10515,50.0,0.005556056101150254
2021-11-18,10865,50.0,0.005063328730307215
2021-11-19,11291,45.0,0.004311452474088456
2021-11-20,9436,42.0,0.003716547617402838
2021-11-21,4211,21.0,0.003249792708695536
2021-11-22,12702,32.0,0.002757902953037596
2021-11-23,13359,29.0,0.0023044392109194964
2021-11-24,12910,24.0,0.0018252000937264913
2021-11-25,12961,19.0,0.0017424574742896134
2021-11-26,13399,15.0,0.0015822596571374186
2021-11-27,11545,8.0,0.001352320699914157
2021-11-28,5192,16.0,0.0011475544210119556
2021-11-29,14691,22.0,0.0009541310339953354
2021-11-30,14341,11.0,0.0008317261330761813
2021-12-01,13270,7.0,0.0007887251099043186
2021-12-02,12456,2.0,0.0006275151763181229
2021-12-03,11465,3.0,
2021-12-04,5925,0.0,
2021-12-05,1157,1.0,
2021-12-06,5,,
